descripcion;spam
Finca de 18.000 m2 con casa ubicada en inmueble, zona muy tranquila y con buenas vistas. A 3 km del pueblo. habitaciones con olivos y buen acceso. Linda con un arroyo.  Casa de 40 m2 con 1 habitacion, 1 bano, cocina comedor, salon con chimenea y altillo. Terraza. Placas solares fotovoltaicas, autoconsumo con acumulador.;0
TH1931633: Casa adosada a la venta en inmueble Casa de tres plantas completamente reformada, situada en una zona tranquila, cerca del centro de inmueble. Cuenta con un gran salon y cocina (que no est† instalada) en la planta baja, 2 dormitorios y cuarto de bano en la primera planta y un dormitorio grande y otro cuarto de bano en la segunda planta con acceso a una terraza de orientacion suroeste. La casa tiene a£n detalles por terminar.;0
Chalet adosado, con un descuento rebajado de su tasacion de un 40%. Precio inferior a su hipoteca inicial. M†s barato que la venta de otros que se lo ha adjudicado el banco.  distribucion:  terraza descubierta de 16 m2  la casa dispone de:  portero autom†tico.;0
Magnifico cortijo situado entre Tolox y inmueble. Cuenta con espectaculares vistas a toda la comarca. Patios, piscina, calefaccion y suministro de agua de dos pozos propios y de la acequia de Tolox. Todas las estancias son muy amplias y luminosas y los banos han sido reformados recientemente. El terreno es compatible con usos agricolas. tranquilidad y naturaleza junto a la inmueblera de las Nieves.;0
Una casa con mucho encanto, en una zona increible, mucha tranquilidad con unas vistas inmejorables.    Consta de una casa de un dormitorio, un bano completo y salon-comedor-cocina, con una habitaciones de unos 18.000m2    Agua del pueblo, placa solares.;0
Fant†stica casa, situada en la provincia de M†laga, en la inmueblera de las nieves. La casa dispone de planta baja, primera, segunda planta, en la planta baja dispone de amplio salon, pasillo con habitacion, a la que le sigue cocina amplia y bano, con una puerta inmuebleera al patio, en la primera planta tiene una sala bastante amplia con habitaciones ala derecha dos y dos a la izquierda y bano. En la £ltima planta tiene terraza abierta y otra cerrada, con casi 200 metros El pueblo dispone, de colegios, institutos, centro de salud y servicios cercanos. 40km a Marbella y la costa del sol.;0
Palacete senorial del siglo pasado de 700 m˝ de superficie construido sobre una habitaciones de 237 m˝, en Carratraca, provincia de M†laga. Ideal para emplearse como casa rural por su situacion en un enclave turistico y por la cercania a sus balnearios. Adem†s de los 237 m˝ de habitaciones, dispone de un patio de 100m˝ en la parte inmuebleera, en el que se pude construir una piscina o disfrutar del buen tiempo de la zona.  Este Palacete tiene tres plantas de altura y se distribuye en un amplio y luminoso salon, catorce dormitorios, tres banos completos, un aseo y una gran cocina amueblada, totalmente independiente del resto de estancias que comunica con la estancia principal, aportando amplitud. La casa cuenta con tres balcones, que aporta gran luminosidad a la vivienda. Tiene una terraza, para disfrutar de luz natural en toda la estancia y un hermoso patio para que puedas desayunar al aire libre, una galeria para aumentar el espacio y armarios empotrados. El inmueble es todo exterior. Tambien cuenta con inmueble para que puedas guardar todo aquello que necesites. La casa tiene garaje y sobre el garaje anexo a la casa, existe una construccion reciente de obra mayor realizada con superficie adecuada para un apartamento-estudio, o seguirlo utilizando como almacen.  La vivienda, se vende amueblada. En cuanto a las calidades, la vivienda cuenta con carpinteria interior y exterior de madera y suelo de m†rmol, de gran resistencia y f†cil manIBImiento. Las fachadas han sido recientemente pintadas y los patios encalados. Ubicado a unos 47 kilometros de M†laga capital, a 45 kilometros del Aeropuerto de M†laga - Costa del Sol, a unos 15 kilometros del Paraje Natural Caminito del Rey y a pocos metros del Balneario Thermas de Aguas Sulfurosas. De particular a particular. Sin comisiones. Ll†manos y visita esta vivienda. h1o3u0s7e1l6l.;0
≠Nos complace presentarles esta nueva Finca R£stica para la venta!  Ubicada a las afueras de Carratraca, en un ambiente tranquilo y natural, esta Finca ofrece un terreno de 8.715m2 que se distribuyen en una zona de huerto m†s pequena, y el resto del terreno cuenta con unos 300 †rboles de diferentes tipos, donde predominan los olivos, adem†s de contar con Nectarinos, Manzanos, Naranjos, Limoneros, Almendros y Aguacates.  Adem†s, cuenta con una acogedora vivienda de 58m2 distribuida en dos habitaciones, un bano y una cocina abierta al salon-comedor. Rodeada por un patio donde tambien encontramos un gallinero, una barbacoa de piedra que permite poder disfrutar de reuniones con la familia y/o amigos con total tranquilidad y con espacio suficiente para estacionar varios vehiculos.  Rodeado de un entorno montanoso y exuberante, este lugar ofrece impresionantes vistas jardinliaria†micas y una tranquilidad que invita a relajarse y conectarse con la naturaleza. Sus calles empedradas y casas blancas adornadas con macetas de flores crean un ambiente pintoresco y acogedor. Adem†s, Carratraca es conocido por sus famosos banos termales, famosos por sus propiedades curativas. Los alrededores del pueblo ofrecen numerosas rutas de senderismo, donde se pueden explorar cascadas, cuevas y paisajes impresionantes. En resumen, Carratraca es un destino perfecto para aquellos que buscan escapar del bullicio de la inmueble y sumergirse en la belleza natural y la tranquilidad de la provincia de M†laga. Para m†s informacion y visita presencial cont†ctanos. Nuestra oficina dispone de asesoramiento integral del proceso de compraventa. Le ofrecemos un estudio financiero gratuito y sin compromiso, con posibilidad de FINANCIACI‡N DE HASTA EL 100%. En cumplimiento del decreto de la Junta de Andalucia 218-2005 del 11 de octubre, se informa a los clientes que los gastos notariales, registrales y I. T. P. no est†n incluidos en el precio. Le recordamos que como consumidor tiene derecho a que se le informe y entregue la documentacion informativa que corresponda, seg£n el caso, en base a lo dispuesto en el Decreto 218/05 de 11 de octubre que regula el Reglamento de Informacion al Consumidor en la compra-venta y arrendamiento de viviendas en Andalucia. La informacion proporcionada en este anuncio es orientativa, no es vinculante y carece de validez contractual.;0
Inmensa casa de pueblo rural del ano 1900 reformada totalmente hace 35 anos.  Casa en Carratraca con vistas inmejorables.  Carratraca es un bello y pequeno pueblo rural situado estrategicamente a 40km de M†laga y su aeropuerto. Enclavado en un entorno de naturaleza a solo 10km de El Chorro y su oferta de turismo activo (escalada, senderismo, kayac, padel surf, barranquismo, etc) y a5 mint. de ardales y su cueva prehistorica con uno de los museos m†s interesantes de esta materia.  Estos y otros atractivos como la gastronomia del lugar, sus fiestas, su gente y sus tradiciones, convierten a esta propiedad en una interesante inversion para transformarla o bien en una vivienda para disfrute familiar o bien en un alojamiento rural para minimo 15 huespedes. Situada en un extremo del pueblo, en un enclave de tranquilidad cuenta con casi 300m2 construidos, 7 habitaciones, 3 banos, dos salones, cocina independiente, lavadero, 3 chimeneas, patio con barbacoa, garaje para 4 coches y como no, con unas vistas jardinliaria†micas a las montanas orientada al suroeste con sol todo el dia. Si eres amante de la naturaleza y est†s pensando en invertir en un entorno de estas caracteristicas por favor no dejes de visitar esta propiedad que sin duda ser† una de las mas interesantes para valorar.;0
Carratraca es un municipio de la provincia de M†laga, situado entre las estribaciones m†s nororientales de la Serrania de Ronda y una de las puertas septentrionales del Valle del Guadalhorce. A aprox 45 min en coche de M†laga por la A-357. Carratraca es conocida por sus manantiales de aguas sulfurosas curativas, miles de turistas acuden cada ano para probar su gastronomia y disfrutar de su peculiar balneario En este enclave encontramos esta casa en el centro del pueblo para reforma integra, la cual cuenta con preciosas vistas de la inmueblera. 235m2 con 3 dormitorios dobles, 1 cuarto de bano, cocina, patio, balcon, terraza y inmueble. Una propiedad deal para convertirla en hostal/hospedaje rural. No dude en concertar su visita sin compromiso.;0
Se vende finca rustica en Carratraca con 21.816m. Se trata de una finca de regadio con una vivienda unifamiliar estilo rustico calificada como terreno urbano. En la primera planta nos encontramos el salon con una chimenea, un bano, un lavadero, cocina, salita de estar con estufa de lena y acceso a la zona del patio y un dormitorio. En planta ibi nos encontramos dos dormitorios. Cuenta con inmueble obraes pegadas a la vivienda por la parte exterior, pudiendo estas comunicarlas por dentro de la planta ibi y rehabilitarlo con otro bano. Esta finca cuenta con alberca para riego abastecida con agua del balneario de Carratraca, con documento que acredita el uso de estas aguas. Adem†s posee un venero natural con una pequena alberca en el centro de la finca, cuenta con agua en toda la epoca del ano, este se encuentra junto a una nave dedicada al ganado, la cual se puede rehabilitar. Junto a esta finca se encuentra inmueble dos fincas paralelas que tambien esta a la venta, una marcada como finca Nß 2, de 3.931 metro con una vivienda en ruina que se podria rehabilitar y se vende por 106.000? y la otra marcada con el Nß 1, es de 3.590 metros y se vende por 96.000?. Estas dos fincas se van a recalificar como urbanas en un futuro proximo, ya que se encuentra junto a la carretera principal del pueblo y se necesita urbanizar para la propia ampliacion del pueblo. Con estas dos fincas junto a la que cuenta con la vivienda se podria formar una gran finca de regadio y con una parte urbana de unos 30.000 metros aproximadamente, en una de las fotos le detallamos las tres fincas sobre un borrador para que pueda identificar cada una de ellas.  Si se venden las tres fincas juntas se podria negociar algo el precio.;0
"Cuenta con mantial de agua dentro de la finca y varios depositos. No tiene luz, hay que instalar placas solares. Finca casi vallada en su totalidad. Cuenta con pequeno almacen. La casa tiene unas vistas espectaculres y cuenta con salon con chimenea. Tiene acceso al monte p£blico inmueblera de Aguas. Desde la carretera ghasta la vivivenda hay unos 1800 metros de camino recien arreglado con partes de hormigon. La finca est† poblada de almendros, olivos, encinas y algunos pinos. Es un lugar tranquilo donde relajarse y observar la naturaleza. Carratraca es un municipio de la provincia de M†laga, en Espana, situado entre las estribaciones m†s nororientales de la Serrania de Ronda (inmuebleras de Alcaparain, Banos y Aguas). Es al mismo tiempo una de las puertas septentrionales del Valle del Guadalhorce y territorio fronterizo entre estas dos comarcas y la de Antequera, con la que conecta por Ardales. Su paisaje es de laderas muy abruptas en la inmueblera de Alcaparin y algo m†s suave en las inmuebleras de Banos y Aguas, cubiertas de pinares y monte bajo y alg£n que otro olivar alli donde el relieve lo permite. En el fondo del valle que recorre el termino municipal de norte a sur, y por el que discurre el arroyo de las Canas, el campo es de huertas en los m†rgenes de los arroyos y de cultivos de cereal y olivar entre estas y el comienzo de las inmuebleras. En el casco urbano de Carratraca destaca poderosamente el conjunto arquitectonico formado por la casa de Dona Trinidad Grund, convertida en Ayuntamiento, y la torre proxima a dicha casa. Desde las terrazas de este conjunto se obtienen bellas jardinliaria†micas del entorno. La situacion estrategica de estas tierras, entre dos poblaciones con una rica historia, como son alora y Ardales, tuvo que favorecer la presencia del hombre en ellas desde muy antiguo. En las proximidades del arroyo de los Pinos, en la inmueblera de Alcaparain y en una sima de 40 metros de profundidad, se ha localizado un enterramiento del Neolitico, asi como pintura esquem†tica de tipo cruciforme y cer†mica de decoracion incisa. Las propiedades curativas de los manantiales de aguas sulfurosas que manan en Carratraca ya llamaron la atencion de los romanos, que dejaron monedas de cobre y plata con efigies de Tiberio, Claudio y Cesar en el yacimiento conocido como La Glorieta"", y una necropolis tardorromana en Los Maderos, cerca del arroyo de las Canas.""";0
Gran oportunidad de inversion con numerosas posibilidades para ofrecer una estancia de lujo en un enclave idilico. Zonas de interes cercana a la finca Caminito del Rey 15 minutos  Aeropuerto (M†laga) 30 minutos M†laga 35 minutos Marbella 50 minutos Ronda 40 minutos El lujo medioambiental consiste en la capacidad de conectar con la naturaleza y permitirnos desconectar de la contaminacion y el estres. En nuestra b£squeda de paz y tranquilidad encontramos un tesoro natural como esta finca, situada en el idilico paraje de Carratraca ( famoso por su balneario) y Vega de Calatrava cercana al historico Caminito del Rey, inmerso en un paraje natural protegido. El Cortijo est† sobre un promontorio con unas vistas espectaculares. La decoracion, Mediterr†nea, mezclando varios estilos primorosamente conjuntados, d†ndole una calidez especial. El entorno de jardines, piscina, cenadores y porches con aire mudejar, generan un ambiente perfectamente cuidado. Descripcion de la propiedad vivienda principal Planta baja Se accede a traves de un hall distribuidor, el cual comunica con el salon, dormitorio, cocina y el salon comunican por medio de un desnivel, desde el salon comedor se accede a la terraza. Planta ibi Se accede a una galeria, la cual comunica con un dormitorio, vestidor y bano y el dormitorio principal con vestidor, terraza y dos banos en suite, todos los dormitorios incluyen chimeneas Planta sotano  En la planta sotano de encuentran las dependencias del servicio de apoyo a la vivienda principal, tales como viviendas de caseros y agricultores vivienda Secundaria o de invitados Primera planta Apartamento con dos dormitorios con dos banos y cocina americana Segunda planta Apartamento con un dormitorio, un bano y un gran salon con cocina americana.;0
Preciosa finca r£stica a la venta. Ubicada a las afueras de Carratraca, en un ambiente tranquilo y natural, la finca ofrece un terreno de 20.000 M2 que se distribuyen en zona de huerto, †rboles frutales de diferentes tipos, donde predominan los olivos, adem†s de contar con naranjos, granados, ciruelos, almendros, caquis, vid. Adem†s cuenta con una acogedora vivienda de unos 60 M2, distribuida en dos habitaciones, un bano, y una cocina abierta al salon comedor. Tiene un gran porche, piscina, columpios y cuenta con una superficie para estacionar varios vehiculos. La finca dispone tambien de una zona de apero. Rodeada de un entorno montanoso y con unas impresionantes vistas.;0
Finca r£stica situada en el termino municipal de Carratraca, a tan solo 3 minutos en coche del pueblo. La casa esta dividida en dos plantas. Tiene 4 dormitorios, 4 banos, salon y comedor, chimenea, porches, piscina. Dd Tiene agua del pueblo, agua de regadio y pozo propio registrado. La propiedad tiene licencia turistica. Ademas es ideal para celebraciones de bodas y eventos con catering. La finca tiene un terreno de m†s de 22.000m˝ y gran parte de este terreno es llano con lo que es perfecta para montar casas moviles si se desea. Totalmente privada y con unas vistas espectaculares.  Sin duda una oportunidad que no hay que dejar pasar. Disponible video virtual de la casa  ref: APN7331.;0
Finca r£stica situada en el termino municipal de Carratraca, con †rboles frutales (naranjos, limoneros, olivos, aguacates, almendros, etc). Casa dividida en dos plantas con 4 dormitorios, 2 banos, salon y comedor, chimenea, porche y alberca de riego.;0
Casa adosada en centro de Carratraca. Casa de 2 plantas de 96 m2 cada una, adem†s de terraza superior. Planta baja: 2 salones (uno de ellos con chimenea y el otro con 2 balcones), 1 habitacion (con balcon), cocina exterior y aseo. Planta superior: 3 habitaciones (con balcones), cuarto de bano completo (con balcon) y habitacion inmueble con subida a la terraza superior. Terraza superior: consta de terraza y una buhardilla cubierta, con vistas a la inmueblera que rodea el pueblo.;0
se vende casa de dos plantas 216 metros cuadrados, 140 habitables en carratraca (m†laga) con 3 dormitorios, salon, salita, 1 bano, cocina y patio exterior, totalmente habitable y con posibilidad de reforma.;0
vivienda + NEGOCIO EN EL CENTRO DE CARRATRACA  ≠OFERTA! Venta de casa en el centro del pueblo, consta de 3 plantas.  En la primera planta hay un negocio de carniceria-salchicheria (con fabricacion propia y £nica en el pueblo), con todo los papeles en regla y permisos para volverse a reabrir. (Incluye CaMARA FRIGOR÷FICA ). Tambien en la primera planta se encuentra cocina, salita, patio, 1bano, sotano y terraza.  En la segunda y tercera planta se encuentran 1 salon, 2 banos y 5 habitaciones.  El pueblo es sano, rodeado de plena naturaleza, destaca su Balneario de aguas curativas. Buena comunicacion, se encuentra a 25 minutos de M†laga, el aeropuerto, la Costa del Sol, el mar, y, a 30 minutos del Caminito del Rey y del Pantano del Chorro. Precio 150.000  Telef. : 667 20 75 62 / 699 73 65 10.;0
VILLA eNICA EN CASARABONELA ®Suenas con tener un b&b/hotel boutique en la Costa del Sol, a 40 minutos de M†laga y del mar? Imaginese, una hermosa villa con no menos de 9 habitaciones y 5 banos distribuidos en 570 mts construidos mas 180 mts en una obra adicional, rodeada de un exuberante jardin de 1800m2 con hermosos †rboles y una vista espectacular de Del Valle. Este es el escenario ideal para que los huespedes se relajen y disfruten de un oasis de tranquilidad en medio de los impresionantes paisajes de la Costa del Sol. La villa dispone de piscina, perfecta para disfrutar de dias soleados y refrescantes inmersiones con vistas. Adem†s, dispone de comedor techado, cocina exterior con barbacoa, bano, que har† que los huespedes se sientan como en casa.  ≠Pero eso no es todo! Esta vers†til villa se puede utilizar como hotel, Bed & Breakfast o Casa Rural. Con dos entradas separadas y una division en dos casas completamente independientes, ofrece la flexibilidad para recibir huespedes con diferentes necesidades y deseos.  La casa ibi recibe a los huespedes con 9 hermosas habitaciones, 5 banos, una amplia sala de estar y una cocina bien equipada, una encantadora terraza con impresionantes vistas a las montanas.  Al otro lado de la villa, bajando una escalera, se encuentra el nivel inferior de la casa, una casa completamente independiente en si misma. Un espacio privado perfecto para huespedes que buscan un plus de exclusividad.  Ya sea para bodas, fiestas o alojamiento para grupos, esta ubicacion privilegiada en la Costa del Sol es el lugar perfecto para cualquier evento. ≠Un lugar donde los suenos se hacen realidad! ≠No pierdas esta oportunidad £nica de llevar a cabo este maravilloso proyecto de inversion y hacer realidad tu sueno de hotel boutique en la mejor ubicacion de la Costa del Sol! Cont†ctenos hoy para obtener m†s informacion y una visita.;0
Preciosa finca r£stica en Casarabonela con vistas de quitar el sentido! Increible terreno de m†s de 51.000m2 con una bonita casa de dos plantas y mas de 130m2. La casa se compone de planta baja de un amplio salon comedor, una salita, cuarto de bano completo y cocina. En la planta de arriba tenemos las dos habitaciones abuhardilladas y un pequeno escritorio en medio de ambas. Alrededor de la vivienda bonitos jardines desde donde disfrutar de las vistas k parecen no terminar. La finca cuenta con agua de pueblo, luz de red y solar. El camino est† asfibido en su casi totalidad quedando muy poco carril de tierra. Que m†s se puede pedir? Venga a visitarla y se enamorar†!;0
La primera vivienda consta de un salon-comedor con cocina americana y chimenea, bano completo y un amplio dormitorio. Esta vivienda parece ser ideal para una pareja o una persona sola que busque un espacio acogedor y confortable. La segunda vivienda es mucho m†s amplia y cuenta con varios espacios y dependencias. Consta de amplia cocina independiente, 2 salones, 4 dormitorios dobles (el principal con armario empotrado), 2 banos completos, terraza, lavadero, inmueble y cuatro balcones. Es una vivienda ideal para una familia numerosa o para personas que necesiten un espacio amplio para vivir o trabajar. Adem†s, esta segunda vivienda tiene la posibilidad de ser dividida en dos pisos independientes, lo que la hace una opcion interesante para alguien que quiera invertir en bienes raices y obtener ingresos a traves del alquiler de cada uno de los pisos. No deje escapar de poder obtener este gran edificio a un precio sin competencias en la zona y ubicado en uno de los pueblos con mas encanto de toda la provincia malaguena, y si todo esto fuese poco se encuentra a tan solo 30 minutos de la capital y el aeropuerto.;0
Casa para acabarla a su gusto en el municipio de Casarabonela, ubicado en la provincia de M†laga, consta de amplias y luminosas habitaciones y est† disenada con una distribucion comoda y funcional. La casa cuenta con un total de 5 dormitorios, lo que la hace perfecta para familias grandes o para aquellos que necesitan espacio adicional para invitados. Adem†s, hay 2 banos en la vivienda, lo que significa que habr† suficiente espacio para que todos los miembros de la familia se preparen y usen el bano al mismo tiempo, un inmueble para poder almacenar articulos y poder mantener la casa organizada y 2 amplios salones (uno de ellos con unas vistas espectaculares a la montana, lo que proporciona un amplio espacio para el entreIBImiento, la relajacion y el tiempo en familia. No deje escapar la oportunidad de obtener su primera o segunda residencia en una de las localidades mas pintorescas de nuestra provincia y ubicada a tan solo 30 minutos de la capital y el aeropuerto.;0
Espectacular finca en Casarabonela con casa de invitados, cuadra, picadero y produccion de olivos, aguacates, y †rboles frutales varios. Se distribuye de la siguiente manera: Finca principal:  Planta baja: Hall de entrada, cocina comedor independiente y amplio salon comedor con chimenea, 1 Dormitorios y 1 bano. Primera planta: 4 dormitorios y 2 banos completos (1 en suite) Casa de invitados: Salon con cocina, 1 dormitorio y 1 bano. Exterior: Amplios jardines, piscina, pergola. Cuadras y picaderos para el cuidado y cria de caballos, dos naves agricolas, zona para criadero de aves y un lago. Propiedad en buenas condiciones con cinco pozos de agua y un manantial de agua mineral natural.  Aguacates: 3 Hect†reas. Olivos: 10 Hect†reas (produccion es de 1300L/ano) 200 †rboles frutales alrededor de la casa (naranjos, mandarina, nispero, limoneros, manzanos, perales, higueras, etc. ) Produccion de heno con empacadora manual. habitaciones: 594.599m2. Construidos: 669m2 incluida Casa de invitados: 76m2. Almacen/nave agricola: 250m2. Piscina: 284m2. Cuadra y picadero 448m2. IBI: 2.395, 03? por ano. Ano construccion: 1998. Distancias: Servicios: 5,6km. Alora Centro: 8,8km.  Pizarra: 9,1km.  Aeropuerto de M†laga: 40,9km.;0
Finca de campo ibimente equipada en un entorno £nico con establos, lago de pesca y tres preciosos apartamentos de alquiler con f†cil acceso por carretera. Agua: La propiedad tiene agua tanto municipal como de pozo, el agua municipal abastece la casa y entra por un deposito de 2000 litros y bomba de presion, aislando asi la propiedad de cualquier fluctuacion en el suministro o presion del agua. Hay cinco pozos de agua en total en la Finca, dos est†n actualmente en funcionamiento con bombas sumergibles instaladas, proporcionando abundante agua para riego y uso agricola. Hay un suministro de agua de montana al punto m†s alto de la tierra, que suministra agua tanto al gran deposito de agua como al lago de pesca. Electricidad: Red electrica. Hay un amplio espacio tanto en la habitaciones como en el techo de la casa principal para paneles solares, en caso de que el nuevo propietario desee ser m†s independiente. Drenaje: Fosa Septica. La propiedad en su totalidad se beneficia de un certificado (D)AFO completo. Alquileres: La finca dispone de cuatro Licencias de Turismo Rural, para los tres apartamentos y la casa principal en su conjunto. Caballos: La finca dispone de cuadra independiente para cuatro caballos y guadarnes, con licencia para caballos llamada OCA. Hay una hogar de arena y moqueta de 20 x 36 m. Garaje o Nave: Existe un gran edificio de talleres para albergar maquinaria y alimentacion, con entreplanta. Hay provision para un apartamento adicional dentro de este espacio, lo que seria posible bajo la nueva ley de 2021 y el certificado AFO existente. Gallinero/Perrera, cercado individualmente. Actualmente se utiliza como cuarto de herramientas/taller. Lago de pesca: El lago de pesca tiene una isla central con un puente de madera y est† repleto de peces. Esta †rea ha sido redisenada recientemente y el lago ha sido revestido profesionalmente. Actualmente hay quince †rboles de aguacate y varios †rboles frutales en el terreno. La tierra podria volver a plantarse con aguacates si es necesario, ya que el suelo es adecuado y hay abundante agua para riego. El acceso a la finca est† a punto de ser asfibido por el Ayuntamiento en el marco del actual plan de mejora. Los apartamentos y la vivienda principal han sido completamente pintados internamente en las £ltimas semanas. Planta Baja: Cocina Amueblada, Salon, Comedor, Estudio, Aseo y Master Suite con Vestidor y Bano En-Suite. Arriba: tres apartamentos independientes, 'The Mulberry', Salon, Cocina, Bano, Dos Dormitorios Dobles, Terraza Privada con vistas. 'La Gatita' con Salon, Cocina, Bano, Habitacion Doble, Terraza Privada con vistas. 'La Perrita', Salon, Cocina, Bano, Dormitorios Dobles y Twin, Terraza Privada con vistas. Los tres apartamentos cuentan con un alto nivel de decoracion y acabado y cuentan con acceso a Internet y aire acondicionado. 'El Mulberry' tambien se puede incorporar en la vivienda principal para crear un espacio habitable adicional y, por lo tanto, tres dormitorios para la casa principal. Afuera: Impresionante terreno con establos, potrero, arena, un lago de pesca, arroyo, cinco pozos de agua, piscina de agua salada, terrazas, †reas de terrazas cubiertas, bar, chimenea exterior, bano exterior, cocina de verano, lavadero externo, almacen de lena, enorme taller/garaje, estacionamiento ilimitado y una gran entrada. Terreno 36.222m2 Vallado y Regadio. La superficie construida total es de 673,68m2 y la superficie habitable es de 486,04m2. Piscina 48,38m2. El †rea de construccion incluye - casa / apartamentos Garaje Establos Cobertizo de pollo Distancias: Casarabonela: 4km. Pizarra 9km inmueble 10km. Alora 14km Hospital Valle del Guadalhorce 17km. Coin 21km. inmueble de M†laga 37km.  Aeropuerto de M†laga 38km. Centro comercial La Canada en Marbella 50km. Fuengirola 57km.;0
. Grandes vistas. Potencial de Turismo Rural. Gran espacio al aire libre. Cochera. Disfruta de la vida al aire libre Esta bonita finca en las colinas de Casarabonela tiene mucho potencial. Detalles de la propiedad: Inmediatamente siente la tranquilidad de esta propiedad rodeada de olivos y almendros, no puede dejar de sorprenderse por la belleza de la ubicacion. Los propietarios viven principalmente en la parte superior de la propiedad, la grande con 2 juegos de ventanas francesas se siente luminosa y aireada con las ventanas que enmarcan esas hermosas vistas. Desde el salon se camina directamente al jardin de invierno que actualmente se utiliza como comedor y luego a los patios y la zona de barbacoa. El espacio al aire libre aqui es muy hermoso, con mucho espacio para instalar una piscina o jacuzzi temporal sobre el suelo si los nuevos propietarios asi lo desean. La cocina y el dormitorio principal con bano en suite tambien se encuentran en esta planta, asi como un aseo y un lavadero. En la planta baja encontrar† 2 dormitorios m†s y un bano de visitas junto con dos inmuebles. Tambien hay garaje al lado de la propiedad. Zona exterior y Terreno: Principalmente en pendiente con abundancia de †rboles frutales. Puntos de vista: Montanas y pueblo. Acceso: Colina suave en su mayoria de hormigon.;0
Espacio, espacio y m†s espacio.  Ubicacion elevada con vistas jardinliaria†micas.  Posible Renta de ALQUILER.  Situada entre Casarabonela y inmueble.  7 habitaciones TODAS con bano privado.  un monton de almacenamiento. 2 grandes TALLERES Cine en casa Estamos emocionados de ofrecer esta gran propiedad de campo en las colinas entre los dos hermosos pueblos de inmueble y Casarabonela. Esta fue inicialmente una casa familiar, pero recientemente se ha alquilado a turistas para lograr un ingreso de alquiler saludable. La intencion de detallar es particularmente buena con muchas caracteristicas de diseno andaluz. Detalles de la propiedad: Conduciendo hasta esta impresionante propiedad, sabe que se est† acercando a una gran residencia de campo. La propiedad se chalet majestuosamente en las colinas, lo que permite a los propietarios disfrutar de las vistas de gran alcance. Los propietarios realmente han aprovechado al m†ximo el espacio exterior y las vistas al disenar la propiedad con muchas terrazas y pequenos rincones que permiten a los huespedes disfrutar de la ubicacion en privacidad si asi lo desean. La gran cocina/comedor le da la bienvenida a la propiedad, se siente como una verdadera cocina familiar... uno de los muchos centros sociales de la villa con isla central y cocina, una verdadera cocina de cocinero. El salon principal es especialmente grande con una estufa de lena central. En la parte inmuebleera del salon hay un comodo chill-out. Las puertas francesas arqueadas conducen desde el salon a la terraza elevada con una zona de asientos suaves bajo una pergola de madera, un rincon para barbacoa y una segunda pergola hexagonal con un comedor fresco debajo. Dos de las 6 habitaciones est†n ubicadas en este piso, ambas habitaciones tienen el lujo de banos en suite, de hecho, ≠todas las habitaciones tienen banos en suite! El guardarropa tambien se encuentra en este piso. Cuatro habitaciones dobles m†s con banos en suite se encuentran en la planta baja junto con un CINE en casa. La piscina se encuentra debajo de la propiedad y es un verdadero oasis con fuente de agua y vistas infinitas. Varios patios se ubican en una posicion elevada detr†s de la piscina y brindan sol y sombra seg£n sus preferencias. No hay escasez de terrazas para disfrutar, sentarse y relajarse. El †rea de entreIBImiento / juegos se encuentra debajo de una de las grandes terrazas... ≠hay mucha sombra! este actualmente el hogar del bar, mesa de billar, IBI de mesa. Tambien hay acceso desde aqui a uno de los talleres. Zona exterior y Terreno: Pendiente suave Puntos de vista: jardinliaria†mico Acceso: Bueno, directo desde una carretera principal.;0
. habitaciones Privada. Granero/inmueble grande. Casita independiente 40m2. Buen acceso. Rodeado de olivares Ubicado en medio de extensos olivares, en el campo de la hermosa Casarabonela. Detalles de la propiedad: Relajarse en la terraza de esta finca es un lugar encantador para disfrutar del estilo de vida que ofrece esta propiedad. La cocina totalmente equipada conduce desde esta terraza, un †rea de descanso hacia la que la gente gravita y un lugar perfecto para entretenerse. La pared arqueada en el salon es un toque encantador con chimenea (quemador de pellets) para proporcionar el calor del invierno. Hay tres habitaciones dobles y un bano familiar. El dormitorio principal tiene un bano privado y puertas que dan al †rea de la piscina, que disfruta de hermosas vistas de las montanas y el campo. A la izquierda de la propiedad hay una casita independiente de 40m2, los propietarios la construyeron para amigos y familiares, pero tambien podria ser una propiedad de alquiler. En la pequena colina al lado de la propiedad encontrar† un inmueble muy grande. Los propietarios anteriores tenian un par de ponis Shetland y su paddock tambien se encuentra aqui. Zona exterior y Terreno: Principalmente Olive Grove, la propiedad tambien cuenta con muchos †rboles frutales diferentes. Puntos de vista: campo y montana Acceso: Bien.;0
